id,Store,Merch,Offer,Title,Description,Code,Terms,Category,feature,URL,Link,Image,Type,Value,Status,Startdate,Enddate
89422591,"Target ",Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,493433,"Terms goes here ",Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,Status goes here,2022-05-07,2023-05-04
93112226,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,214636,The Terms go here,Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,The status goes here,2022-01-21,2023-03-17
31996106,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,860976,The Terms go here,Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,Status goes here,2022-05-07,2023-09-26
81185031,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,781651,The Terms go here,"Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,Status goes here,2022-03-11,2023-08-06
6731286,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,632058,"Terms goes here ","Poultry ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,Status goes here,2022-09-22,2023-04-27
13432193,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,546652,"Terms goes here ",,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,Status goes here,2022-07-31,2023-10-28
75372077,"Target ",Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,937682,"Terms goes here ",,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,The status goes here,2022-10-18,2023-03-06
56448517,Fresh Market,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,535832,The Terms go here,"Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,The status goes here,2022-07-31,2023-02-18
31549956,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,619013,The Terms go here,"Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,The status goes here,2022-03-02,2023-10-27
48304619,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,820327,The Terms go here,Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,The status goes here,2022-04-18,2023-12-03
68029371,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,957849,"Terms goes here ",,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,Status goes here,2022-11-09,2023-11-03
363778,Winn-Dixie,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,168592,The Terms go here,"Poultry ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,The status goes here,2022-09-02,2023-11-06
68157505,Winn-Dixie,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,758422,The Terms go here,Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,Status goes here,2022-09-04,2023-04-13
30024096,"Target ",Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,384666,"Terms goes here ",Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,Status goes here,2022-08-14,2023-04-10
52589751,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,115508,The Terms go here,Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,The status goes here,2022-03-20,2023-11-15
35039121,Winn-Dixie,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,466494,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,Status goes here,2022-11-04,2023-06-10
74049351,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,301248,The Terms go here,Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,Status goes here,2022-10-29,2023-03-07
9957734,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,691967,The Terms go here,Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,The status goes here,2022-10-22,2023-12-03
4006535,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,294928,"Terms goes here ",Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,Status goes here,2022-10-23,2023-07-12
28273418,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,997249,"Terms goes here ",Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,The status goes here,2022-02-03,2023-04-10
10558791,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,449957,The Terms go here,Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,The status goes here,2022-04-16,2023-03-11
61085359,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,528630,"Terms goes here ","Poultry ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,The status goes here,2022-08-13,2023-06-01
41003579,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,396274,The Terms go here,Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,The status goes here,2022-02-15,2023-12-27
3572092,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,448207,The Terms go here,Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,Status goes here,2022-08-17,2023-06-08
2757115,Publix,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,140197,"Terms goes here ",Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,Status goes here,2022-08-07,2023-12-05
10468513,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,474811,The Terms go here,Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,The status goes here,2022-02-13,2023-09-14
70401494,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,445966,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,The status goes here,2022-07-12,2023-08-18
44876751,Fresh Market,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,575547,The Terms go here,,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,Status goes here,2022-12-07,2023-02-08
55618688,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,479913,The Terms go here,"Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,Status goes here,2022-05-29,2023-01-27
30282725,Winn-Dixie,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,676972,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,Status goes here,2022-12-27,2023-01-11
17970299,Winn-Dixie,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,756011,"Terms goes here ",Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,Status goes here,2022-08-11,2023-03-03
41229890,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,796311,"Terms goes here ",Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,Status goes here,2022-01-25,2023-07-29
97767021,Publix,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,788395,The Terms go here,"Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,Status goes here,2022-11-10,2023-01-07
47754310,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,723613,"Terms goes here ",Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,Status goes here,2022-01-10,2023-07-02
37381746,Fresh Market,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,488442,"Terms goes here ",Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,Status goes here,2022-02-27,2023-11-21
71212613,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,181873,"Terms goes here ","Poultry ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,Status goes here,2022-03-20,2023-04-24
863088,Fresh Market,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,886486,The Terms go here,Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,The status goes here,2022-08-19,2023-01-11
41727860,Fresh Market,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,220701,The Terms go here,Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,The status goes here,2022-02-21,2023-04-08
53720786,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,774547,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,Status goes here,2022-05-04,2023-03-29
35555515,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,993395,The Terms go here,Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,Status goes here,2022-10-26,2023-02-25
26447603,Fresh Market,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,494910,The Terms go here,Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,The status goes here,2022-03-12,2023-01-01
13147767,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,573040,The Terms go here,,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,The status goes here,2022-09-03,2023-07-17
4712910,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,226292,The Terms go here,Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,The status goes here,2022-06-28,2023-10-25
318610,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,181279,"Terms goes here ",Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,The status goes here,2022-12-03,2023-02-02
11844008,Publix,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,154508,The Terms go here,"Poultry ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,The status goes here,2022-09-30,2023-12-24
17987777,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,872428,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,Status goes here,2022-08-29,2023-12-14
50807208,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,662477,"Terms goes here ",Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,The status goes here,2022-06-04,2023-01-30
51032481,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,689582,"Terms goes here ",Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,The status goes here,2022-12-10,2023-04-30
48780138,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,271623,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,Status goes here,2022-06-04,2023-06-13
85150293,Publix,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,130293,"Terms goes here ",Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,The status goes here,2022-11-02,2023-01-18
54924362,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,200071,The Terms go here,Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,The status goes here,2022-02-05,2023-01-31
42704268,Publix,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,664349,The Terms go here,"Poultry ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,Status goes here,2022-05-23,2023-03-15
96952787,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,910976,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,The status goes here,2022-11-17,2023-08-14
43622184,Publix,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,570840,The Terms go here,Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,The status goes here,2022-02-18,2023-11-22
95323555,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,421154,The Terms go here,Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,Status goes here,2022-08-08,2023-10-01
73170649,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,771774,The Terms go here,,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,Status goes here,2022-06-14,2023-04-29
11214042,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,890440,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,The status goes here,2022-11-25,2023-09-11
48433313,Publix,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,355377,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,Status goes here,2022-10-12,2023-03-09
44010892,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,255248,The Terms go here,Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,Status goes here,2022-06-07,2023-10-28
58190070,"Target ",Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,282123,"Terms goes here ",Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,Status goes here,2022-06-23,2023-01-15
77633254,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,106733,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,Status goes here,2022-08-25,2023-09-06
55369054,Publix,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,513826,"Terms goes here ",Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,Status goes here,2022-10-26,2023-10-03
10845530,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,111577,The Terms go here,Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,The status goes here,2022-01-13,2023-12-05
14115551,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,209248,"Terms goes here ",Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,Status goes here,2022-04-29,2023-12-12
92239897,"Target ",Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,166275,The Terms go here,Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,Status goes here,2022-05-13,2023-08-02
50827739,"Target ",Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,270292,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,Status goes here,2022-12-06,2023-03-28
32837748,Fresh Market,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,817672,"Terms goes here ",Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,The status goes here,2022-11-26,2023-02-06
8076180,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,655744,The Terms go here,Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,Status goes here,2022-07-08,2023-03-30
46923006,Publix,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,574193,"Terms goes here ","Poultry ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,The status goes here,2022-02-13,2023-07-23
57758383,Winn-Dixie,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,916423,"Terms goes here ",Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,The status goes here,2022-06-11,2023-04-23
26157093,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,512486,The Terms go here,"Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,Status goes here,2022-02-23,2023-11-25
53712077,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,484513,The Terms go here,,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,Status goes here,2022-01-23,2023-01-13
22954673,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,229596,"Terms goes here ",Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,The status goes here,2022-07-19,2023-01-26
12818242,Fresh Market,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,213580,"Terms goes here ","Poultry ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,Status goes here,2022-09-04,2023-08-28
86376930,Fresh Market,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,318274,The Terms go here,Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,The status goes here,2022-06-13,2023-07-09
66216359,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,325878,The Terms go here,"Poultry ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,Status goes here,2022-05-08,2023-02-18
48051855,Fresh Market,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,860569,"Terms goes here ",Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,The status goes here,2022-08-31,2023-04-26
65212288,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,811697,The Terms go here,Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,The status goes here,2022-05-04,2023-08-22
73284046,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,768168,"Terms goes here ","Poultry ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,The status goes here,2022-12-21,2023-10-21
24586507,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,177832,"Terms goes here ",Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,Status goes here,2022-01-01,2023-03-29
1265365,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,838743,"Terms goes here ",Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,Status goes here,2022-11-18,2023-01-02
87554531,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,275770,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,Status goes here,2022-10-17,2023-10-18
16390211,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,693880,The Terms go here,,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,Status goes here,2022-07-03,2023-09-30
16595746,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,152863,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,Status goes here,2022-12-10,2023-12-14
22612386,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,206405,"Terms goes here ",Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,Status goes here,2022-10-12,2023-10-23
82122645,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,264324,"Terms goes here ",,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,The status goes here,2022-02-11,2023-07-25
56590405,Publix,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,767080,"Terms goes here ","Poultry ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,Status goes here,2022-12-02,2023-11-29
78951280,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,677910,The Terms go here,"Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,Status goes here,2022-04-29,2023-06-23
987515,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,470518,"Terms goes here ",Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,Status goes here,2022-01-11,2023-04-10
80935448,Publix,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,518829,"Terms goes here ","Poultry ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,Status goes here,2022-06-27,2023-10-12
53129165,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,478865,The Terms go here,Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,The status goes here,2022-11-23,2023-03-27
29825536,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,454142,"Terms goes here ",,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,Status goes here,2022-06-28,2023-12-20
57722529,Fresh Market,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,181832,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,Status goes here,2022-08-12,2023-08-31
85439921,Winn-Dixie,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,463133,"Terms goes here ",,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,Status goes here,2022-04-18,2023-02-13
15412653,Aldi,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,810533,The Terms go here,"Poultry ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,Status goes here,2022-07-13,2023-11-26
58524261,"Target ",Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,181718,The Terms go here,Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,Status goes here,2022-05-12,2023-12-24
33045645,Walmart,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,904894,The Terms go here,Dairy,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,Status goes here,2022-01-30,2023-02-07
14539887,Winn-Dixie,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,124140,"Terms goes here ",Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,Status goes here,2022-08-16,2023-08-08
36323804,Winn-Dixie,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,627444,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,Status goes here,2022-07-12,2023-05-27
40880400,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,400847,The Terms go here,Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,The status goes here,2022-10-05,2023-02-13
48238991,Publix,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,487822,"Terms goes here ",,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,Status goes here,2022-07-22,2023-03-04
37379078,Winn-Dixie,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,642236,The Terms go here,Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,Status goes here,2022-05-01,2023-12-04
32942134,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,229180,The Terms go here,,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,Status goes here,2022-04-04,2023-12-23
28332045,Winn-Dixie,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,569069,"Terms goes here ",Vegetable,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,The status goes here,2022-09-18,2023-07-26
57635630,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,257132,"Terms goes here ",Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,The status goes here,2022-03-11,2023-06-01
29764644,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,988568,The Terms go here,Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,50% off,The status goes here,2022-12-26,2023-12-05
29561082,"Target ",Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,341444,The Terms go here,"Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,25% off,Status goes here,2022-10-01,2023-08-14
51449074,Winn-Dixie,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,350614,"Terms goes here ","Poultry ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,The status goes here,2022-04-09,2023-01-04
85131196,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,865406,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,The status goes here,2022-11-08,2023-10-25
22078048,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,537643,"Terms goes here ","Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,Status goes here,2022-09-25,2023-08-05
68673483,,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,817276,The Terms go here,"Poultry ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,Status goes here,2022-06-02,2023-09-22
19138398,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,867890,The Terms go here,Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 2 get 2 Free,The status goes here,2022-04-14,2023-04-26
98566614,Winn-Dixie,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,691997,"Terms goes here ",Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Half off,Status goes here,2022-03-31,2023-11-07
44801696,Fresh Market,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,the Description goes here,957789,The Terms go here,Beef,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,Status goes here,2022-02-09,2023-07-28
3202492,Publix,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,317102,The Terms go here,"Fruit ",The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,30% off,Status goes here,2022-05-03,2023-12-26
61608018,Trader Joes,Site goes here,The offer of the coupon goes here,The title of the coupon goes here,Description goes here,865617,"Terms goes here ",Pork,The features goes here,The url goes here,The Link goes here,The image goes here,The type goes here,Buy 1 get 1 Free,The status goes here,2022-12-08,2023-03-29
